url_path,views_total,views_unique
/hyperledgendary/ccmetadata,7,2
/hyperledgendary/ccmetadata/actions/runs/6826847687,3,3
/hyperledgendary/ccmetadata/actions,1,1
/hyperledgendary/ccmetadata/actions/runs/6826847687/job/18567650750,1,1
/hyperledgendary/ccmetadata/graphs/traffic,1,1
/hyperledgendary/ccmetadata/pulse,1,1
/hyperledgendary/ccmetadata/stargazers,1,1
