url_path,views_total,views_unique
/hyperledgendary/ccmetadata,5,1
/hyperledgendary/ccmetadata/graphs/traffic,1,1
/hyperledgendary/ccmetadata/pulse,1,1
/hyperledgendary/ccmetadata/stargazers,1,1
